2018-01-13 21:22:52,885 INFO 4868 [egg:logger] init all loggers with options: {"dir":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\logs\\boncake-pro","encoding":"utf8","env":"local","level":"INFO","consoleLevel":"INFO","disableConsoleAfterReady":false,"outputJSON":false,"buffer":true,"appLogName":"boncake-pro-web.log","coreLogName":"egg-web.log","agentLogName":"egg-agent.log","errorLogName":"common-error.log","coreLogger":{"consoleLevel":"WARN"},"allowDebugAtProd":true,"type":"agent"}
2018-01-13 22:11:07,478 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\public\\css\\index.css","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":17451448556187488,"size":501,"atimeMs":1515852667440.6343,"mtimeMs":1515852667442.6345,"ctimeMs":1515852667473.6504,"birthtimeMs":1515836628719.0193,"atime":"2018-01-13T14:11:07.441Z","mtime":"2018-01-13T14:11:07.443Z","ctime":"2018-01-13T14:11:07.474Z","birthtime":"2018-01-13T09:43:48.719Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 22:11:07,480 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\public\\css","stat":{"dev":3466743336,"mode":16822,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":15481123719091552,"size":0,"atimeMs":1515852667475.6504,"mtimeMs":1515852667475.6504,"ctimeMs":1515852667475.6504,"birthtimeMs":1515836628719.0193,"atime":"2018-01-13T14:11:07.476Z","mtime":"2018-01-13T14:11:07.476Z","ctime":"2018-01-13T14:11:07.476Z","birthtime":"2018-01-13T09:43:48.719Z"},"remove":false,"isDirectory":true,"isFile":false}
2018-01-13 22:11:07,480 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\public\\css\\index.css","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":17451448556187488,"size":501,"atimeMs":1515852667440.6343,"mtimeMs":1515852667442.6345,"ctimeMs":1515852667473.6504,"birthtimeMs":1515836628719.0193,"atime":"2018-01-13T14:11:07.441Z","mtime":"2018-01-13T14:11:07.443Z","ctime":"2018-01-13T14:11:07.474Z","birthtime":"2018-01-13T09:43:48.719Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 22:11:07,480 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\public\\css\\index.css___jb_old___","remove":true,"isDirectory":false,"isFile":false}
2018-01-13 22:11:07,481 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\public\\css","stat":{"dev":3466743336,"mode":16822,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":15481123719091552,"size":0,"atimeMs":1515852667475.6504,"mtimeMs":1515852667475.6504,"ctimeMs":1515852667475.6504,"birthtimeMs":1515836628719.0193,"atime":"2018-01-13T14:11:07.476Z","mtime":"2018-01-13T14:11:07.476Z","ctime":"2018-01-13T14:11:07.476Z","birthtime":"2018-01-13T09:43:48.719Z"},"remove":false,"isDirectory":true,"isFile":false}
2018-01-13 22:11:11,071 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\public\\css\\index.css___jb_tmp___","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":14073748835653132,"size":501,"atimeMs":1515852671056.4414,"mtimeMs":1515852671058.4424,"ctimeMs":1515852671058.4424,"birthtimeMs":1515852667440.6343,"atime":"2018-01-13T14:11:11.056Z","mtime":"2018-01-13T14:11:11.058Z","ctime":"2018-01-13T14:11:11.058Z","birthtime":"2018-01-13T14:11:07.441Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 22:11:11,072 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\public\\css\\index.css___jb_tmp___","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":14073748835653132,"size":501,"atimeMs":1515852671056.4414,"mtimeMs":1515852671058.4424,"ctimeMs":1515852671058.4424,"birthtimeMs":1515852667440.6343,"atime":"2018-01-13T14:11:11.056Z","mtime":"2018-01-13T14:11:11.058Z","ctime":"2018-01-13T14:11:11.058Z","birthtime":"2018-01-13T14:11:07.441Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 22:11:11,073 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\public\\css","stat":{"dev":3466743336,"mode":16822,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":15481123719091552,"size":0,"atimeMs":1515852671056.4414,"mtimeMs":1515852671056.4414,"ctimeMs":1515852671056.4414,"birthtimeMs":1515836628719.0193,"atime":"2018-01-13T14:11:11.056Z","mtime":"2018-01-13T14:11:11.056Z","ctime":"2018-01-13T14:11:11.056Z","birthtime":"2018-01-13T09:43:48.719Z"},"remove":false,"isDirectory":true,"isFile":false}
2018-01-13 22:11:11,077 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\public\\css\\index.css","remove":true,"isDirectory":false,"isFile":false}
2018-01-13 22:11:11,077 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\public\\css\\index.css___jb_old___","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":17451448556187488,"size":501,"atimeMs":1515852667440.6343,"mtimeMs":1515852667442.6345,"ctimeMs":1515852671075.4492,"birthtimeMs":1515836628719.0193,"atime":"2018-01-13T14:11:07.441Z","mtime":"2018-01-13T14:11:07.443Z","ctime":"2018-01-13T14:11:11.075Z","birthtime":"2018-01-13T09:43:48.719Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 22:11:11,078 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\public\\css","stat":{"dev":3466743336,"mode":16822,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":15481123719091552,"size":0,"atimeMs":1515852671072.4495,"mtimeMs":1515852671072.4495,"ctimeMs":1515852671072.4495,"birthtimeMs":1515836628719.0193,"atime":"2018-01-13T14:11:11.072Z","mtime":"2018-01-13T14:11:11.072Z","ctime":"2018-01-13T14:11:11.072Z","birthtime":"2018-01-13T09:43:48.719Z"},"remove":false,"isDirectory":true,"isFile":false}
2018-01-13 22:11:11,078 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\public\\css\\index.css___jb_old___","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":17451448556187488,"size":501,"atimeMs":1515852667440.6343,"mtimeMs":1515852667442.6345,"ctimeMs":1515852671075.4492,"birthtimeMs":1515836628719.0193,"atime":"2018-01-13T14:11:07.441Z","mtime":"2018-01-13T14:11:07.443Z","ctime":"2018-01-13T14:11:11.075Z","birthtime":"2018-01-13T09:43:48.719Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 22:11:11,083 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\public\\css\\index.css","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":14073748835653132,"size":501,"atimeMs":1515852671056.4414,"mtimeMs":1515852671058.4424,"ctimeMs":1515852671080.4517,"birthtimeMs":1515836628719.0193,"atime":"2018-01-13T14:11:11.056Z","mtime":"2018-01-13T14:11:11.058Z","ctime":"2018-01-13T14:11:11.080Z","birthtime":"2018-01-13T09:43:48.719Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 22:11:11,083 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\public\\css\\index.css___jb_tmp___","remove":true,"isDirectory":false,"isFile":false}
2018-01-13 22:11:11,084 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\public\\css","stat":{"dev":3466743336,"mode":16822,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":15481123719091552,"size":0,"atimeMs":1515852671081.4524,"mtimeMs":1515852671081.4524,"ctimeMs":1515852671081.4524,"birthtimeMs":1515836628719.0193,"atime":"2018-01-13T14:11:11.081Z","mtime":"2018-01-13T14:11:11.081Z","ctime":"2018-01-13T14:11:11.081Z","birthtime":"2018-01-13T09:43:48.719Z"},"remove":false,"isDirectory":true,"isFile":false}
2018-01-13 22:11:11,085 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\public\\css\\index.css","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":14073748835653132,"size":501,"atimeMs":1515852671056.4414,"mtimeMs":1515852671058.4424,"ctimeMs":1515852671080.4517,"birthtimeMs":1515836628719.0193,"atime":"2018-01-13T14:11:11.056Z","mtime":"2018-01-13T14:11:11.058Z","ctime":"2018-01-13T14:11:11.080Z","birthtime":"2018-01-13T09:43:48.719Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 22:11:11,085 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\public\\css\\index.css___jb_old___","remove":true,"isDirectory":false,"isFile":false}
2018-01-13 22:11:11,085 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\public\\css","stat":{"dev":3466743336,"mode":16822,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":15481123719091552,"size":0,"atimeMs":1515852671081.4524,"mtimeMs":1515852671081.4524,"ctimeMs":1515852671081.4524,"birthtimeMs":1515836628719.0193,"atime":"2018-01-13T14:11:11.081Z","mtime":"2018-01-13T14:11:11.081Z","ctime":"2018-01-13T14:11:11.081Z","birthtime":"2018-01-13T09:43:48.719Z"},"remove":false,"isDirectory":true,"isFile":false}
2018-01-13 22:11:45,728 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html___jb_tmp___","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":19140298416451424,"size":4650,"atimeMs":1515852705711.761,"mtimeMs":1515852705717.7634,"ctimeMs":1515852705717.7634,"birthtimeMs":1515852705711.761,"atime":"2018-01-13T14:11:45.712Z","mtime":"2018-01-13T14:11:45.718Z","ctime":"2018-01-13T14:11:45.718Z","birthtime":"2018-01-13T14:11:45.712Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 22:11:45,730 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html___jb_tmp___","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":19140298416451424,"size":4650,"atimeMs":1515852705711.761,"mtimeMs":1515852705717.7634,"ctimeMs":1515852705717.7634,"birthtimeMs":1515852705711.761,"atime":"2018-01-13T14:11:45.712Z","mtime":"2018-01-13T14:11:45.718Z","ctime":"2018-01-13T14:11:45.718Z","birthtime":"2018-01-13T14:11:45.712Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 22:11:45,736 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index","stat":{"dev":3466743336,"mode":16822,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":13510798882117010,"size":0,"atimeMs":1515852705726.7688,"mtimeMs":1515852705726.7688,"ctimeMs":1515852705726.7688,"birthtimeMs":1515836628722.0186,"atime":"2018-01-13T14:11:45.727Z","mtime":"2018-01-13T14:11:45.727Z","ctime":"2018-01-13T14:11:45.727Z","birthtime":"2018-01-13T09:43:48.722Z"},"remove":false,"isDirectory":true,"isFile":false}
2018-01-13 22:11:45,737 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html","remove":true,"isDirectory":false,"isFile":false}
2018-01-13 22:11:45,737 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html___jb_tmp___","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":19140298416451424,"size":4650,"atimeMs":1515852705711.761,"mtimeMs":1515852705717.7634,"ctimeMs":1515852705717.7634,"birthtimeMs":1515852705711.761,"atime":"2018-01-13T14:11:45.712Z","mtime":"2018-01-13T14:11:45.718Z","ctime":"2018-01-13T14:11:45.718Z","birthtime":"2018-01-13T14:11:45.712Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 22:11:45,738 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index","stat":{"dev":3466743336,"mode":16822,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":13510798882117010,"size":0,"atimeMs":1515852705726.7688,"mtimeMs":1515852705726.7688,"ctimeMs":1515852705726.7688,"birthtimeMs":1515836628722.0186,"atime":"2018-01-13T14:11:45.727Z","mtime":"2018-01-13T14:11:45.727Z","ctime":"2018-01-13T14:11:45.727Z","birthtime":"2018-01-13T09:43:48.722Z"},"remove":false,"isDirectory":true,"isFile":false}
2018-01-13 22:11:45,739 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html___jb_old___","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":14073748835542848,"size":4598,"atimeMs":1515852622056.952,"mtimeMs":1515852622062.9543,"ctimeMs":1515852705731.771,"birthtimeMs":1515836628722.0186,"atime":"2018-01-13T14:10:22.057Z","mtime":"2018-01-13T14:10:22.063Z","ctime":"2018-01-13T14:11:45.732Z","birthtime":"2018-01-13T09:43:48.722Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 22:11:45,755 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html___jb_tmp___","remove":true,"isDirectory":false,"isFile":false}
2018-01-13 22:11:45,755 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":19140298416451424,"size":4650,"atimeMs":1515852705711.761,"mtimeMs":1515852705717.7634,"ctimeMs":1515852705745.7769,"birthtimeMs":1515836628722.0186,"atime":"2018-01-13T14:11:45.712Z","mtime":"2018-01-13T14:11:45.718Z","ctime":"2018-01-13T14:11:45.746Z","birthtime":"2018-01-13T09:43:48.722Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 22:11:45,755 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index","stat":{"dev":3466743336,"mode":16822,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":13510798882117010,"size":0,"atimeMs":1515852705746.7783,"mtimeMs":1515852705746.7783,"ctimeMs":1515852705746.7783,"birthtimeMs":1515836628722.0186,"atime":"2018-01-13T14:11:45.747Z","mtime":"2018-01-13T14:11:45.747Z","ctime":"2018-01-13T14:11:45.747Z","birthtime":"2018-01-13T09:43:48.722Z"},"remove":false,"isDirectory":true,"isFile":false}
2018-01-13 22:11:45,756 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":19140298416451424,"size":4650,"atimeMs":1515852705711.761,"mtimeMs":1515852705717.7634,"ctimeMs":1515852705745.7769,"birthtimeMs":1515836628722.0186,"atime":"2018-01-13T14:11:45.712Z","mtime":"2018-01-13T14:11:45.718Z","ctime":"2018-01-13T14:11:45.746Z","birthtime":"2018-01-13T09:43:48.722Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 22:11:45,756 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index","stat":{"dev":3466743336,"mode":16822,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":13510798882117010,"size":0,"atimeMs":1515852705746.7783,"mtimeMs":1515852705746.7783,"ctimeMs":1515852705746.7783,"birthtimeMs":1515836628722.0186,"atime":"2018-01-13T14:11:45.747Z","mtime":"2018-01-13T14:11:45.747Z","ctime":"2018-01-13T14:11:45.747Z","birthtime":"2018-01-13T09:43:48.722Z"},"remove":false,"isDirectory":true,"isFile":false}
2018-01-13 22:11:45,756 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html___jb_old___","remove":true,"isDirectory":false,"isFile":false}
2018-01-13 22:15:16,358 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html___jb_tmp___","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":3377699720657609,"size":4728,"atimeMs":1515852916348.5378,"mtimeMs":1515852916355.5386,"ctimeMs":1515852916355.5386,"birthtimeMs":1515852916348.5378,"atime":"2018-01-13T14:15:16.349Z","mtime":"2018-01-13T14:15:16.356Z","ctime":"2018-01-13T14:15:16.356Z","birthtime":"2018-01-13T14:15:16.349Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 22:15:16,358 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index","stat":{"dev":3466743336,"mode":16822,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":13510798882117010,"size":0,"atimeMs":1515852916348.5378,"mtimeMs":1515852916348.5378,"ctimeMs":1515852916348.5378,"birthtimeMs":1515836628722.0186,"atime":"2018-01-13T14:15:16.349Z","mtime":"2018-01-13T14:15:16.349Z","ctime":"2018-01-13T14:15:16.349Z","birthtime":"2018-01-13T09:43:48.722Z"},"remove":false,"isDirectory":true,"isFile":false}
2018-01-13 22:15:16,358 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html___jb_tmp___","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":3377699720657609,"size":4728,"atimeMs":1515852916348.5378,"mtimeMs":1515852916355.5386,"ctimeMs":1515852916355.5386,"birthtimeMs":1515852916348.5378,"atime":"2018-01-13T14:15:16.349Z","mtime":"2018-01-13T14:15:16.356Z","ctime":"2018-01-13T14:15:16.356Z","birthtime":"2018-01-13T14:15:16.349Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 22:15:16,358 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html___jb_tmp___","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":3377699720657609,"size":4728,"atimeMs":1515852916348.5378,"mtimeMs":1515852916355.5386,"ctimeMs":1515852916355.5386,"birthtimeMs":1515852916348.5378,"atime":"2018-01-13T14:15:16.349Z","mtime":"2018-01-13T14:15:16.356Z","ctime":"2018-01-13T14:15:16.356Z","birthtime":"2018-01-13T14:15:16.349Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 22:15:16,360 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html","remove":true,"isDirectory":false,"isFile":false}
2018-01-13 22:15:16,360 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html___jb_old___","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":19140298416451424,"size":4650,"atimeMs":1515852705711.761,"mtimeMs":1515852705717.7634,"ctimeMs":1515852916360.5415,"birthtimeMs":1515836628722.0186,"atime":"2018-01-13T14:11:45.712Z","mtime":"2018-01-13T14:11:45.718Z","ctime":"2018-01-13T14:15:16.361Z","birthtime":"2018-01-13T09:43:48.722Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 22:15:16,361 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index","stat":{"dev":3466743336,"mode":16822,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":13510798882117010,"size":0,"atimeMs":1515852916358.541,"mtimeMs":1515852916358.541,"ctimeMs":1515852916358.541,"birthtimeMs":1515836628722.0186,"atime":"2018-01-13T14:15:16.359Z","mtime":"2018-01-13T14:15:16.359Z","ctime":"2018-01-13T14:15:16.359Z","birthtime":"2018-01-13T09:43:48.722Z"},"remove":false,"isDirectory":true,"isFile":false}
2018-01-13 22:15:16,363 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html___jb_tmp___","remove":true,"isDirectory":false,"isFile":false}
2018-01-13 22:15:16,364 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":3377699720657609,"size":4728,"atimeMs":1515852916348.5378,"mtimeMs":1515852916355.5386,"ctimeMs":1515852916362.5425,"birthtimeMs":1515836628722.0186,"atime":"2018-01-13T14:15:16.349Z","mtime":"2018-01-13T14:15:16.356Z","ctime":"2018-01-13T14:15:16.363Z","birthtime":"2018-01-13T09:43:48.722Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 22:15:16,365 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index","stat":{"dev":3466743336,"mode":16822,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":13510798882117010,"size":0,"atimeMs":1515852916361.5505,"mtimeMs":1515852916361.5505,"ctimeMs":1515852916361.5505,"birthtimeMs":1515836628722.0186,"atime":"2018-01-13T14:15:16.362Z","mtime":"2018-01-13T14:15:16.362Z","ctime":"2018-01-13T14:15:16.362Z","birthtime":"2018-01-13T09:43:48.722Z"},"remove":false,"isDirectory":true,"isFile":false}
2018-01-13 22:15:16,366 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":3377699720657609,"size":4728,"atimeMs":1515852916348.5378,"mtimeMs":1515852916355.5386,"ctimeMs":1515852916362.5425,"birthtimeMs":1515836628722.0186,"atime":"2018-01-13T14:15:16.349Z","mtime":"2018-01-13T14:15:16.356Z","ctime":"2018-01-13T14:15:16.363Z","birthtime":"2018-01-13T09:43:48.722Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 22:15:16,370 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html___jb_old___","remove":true,"isDirectory":false,"isFile":false}
2018-01-13 22:15:16,370 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index","stat":{"dev":3466743336,"mode":16822,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":13510798882117010,"size":0,"atimeMs":1515852916368.5554,"mtimeMs":1515852916368.5554,"ctimeMs":1515852916368.5554,"birthtimeMs":1515836628722.0186,"atime":"2018-01-13T14:15:16.369Z","mtime":"2018-01-13T14:15:16.369Z","ctime":"2018-01-13T14:15:16.369Z","birthtime":"2018-01-13T09:43:48.722Z"},"remove":false,"isDirectory":true,"isFile":false}
2018-01-13 22:16:15,818 INFO 4868 Recieved a change event from eventSource: {"event":"rename","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html___jb_tmp___","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":16325548649228096,"size":4830,"atimeMs":1515852975814.3862,"mtimeMs":1515852975816.3882,"ctimeMs":1515852975816.3882,"birthtimeMs":1515852975814.3862,"atime":"2018-01-13T14:16:15.814Z","mtime":"2018-01-13T14:16:15.816Z","ctime":"2018-01-13T14:16:15.816Z","birthtime":"2018-01-13T14:16:15.814Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 22:16:15,819 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html___jb_tmp___","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":16325548649228096,"size":4830,"atimeMs":1515852975814.3862,"mtimeMs":1515852975816.3882,"ctimeMs":1515852975816.3882,"birthtimeMs":1515852975814.3862,"atime":"2018-01-13T14:16:15.814Z","mtime":"2018-01-13T14:16:15.816Z","ctime":"2018-01-13T14:16:15.816Z","birthtime":"2018-01-13T14:16:15.814Z"},"remove":false,"isDirectory":false,"isFile":true}
2018-01-13 22:16:15,819 INFO 4868 Recieved a change event from eventSource: {"event":"change","path":"C:\\Users\\wangting\\Documents\\GitHub\\wt_shopApp\\app\\view\\index\\index.html___jb_tmp___","stat":{"dev":3466743336,"mode":33206,"nlink":1,"uid":0,"gid":0,"rdev":0,"ino":16325548649228096,"size":4830,"atimeMs":1515852975814.3862,"mtimeMs":1515852975816.3882,"ctimeMs":1515852975816.3882,"birthtimeMs":1515852975814.3862,"atime":"2018-01-13T14:16:15.814Z","mtime":"2018-01-13T14:16:15.816Z","ctime":"2018-01-13T14:16:15.816Z","birthtime":"2018-01-13T14:16:15.814Z"},"remove":false,"isDirectory":false,"isFile":true}
